,Science_Score,Satire_Score,Drama_Score,Action_Score,Romance_Score,Mystery_Score,Horror_Score,Travel_Score,Children_Score,Religion_Score,History_Score,Biography_Score,Autobiography_Score,Fantasy_Score,isbn,title
0,0.038207360034345446,0.06850414014570792,0.06926160403865143,0.034279840515531734,0.06793345218553473,0.08069867251494303,0.09329235317934924,0.04843675430710986,0.0676336990917297,0.05837811319738796,0.06552619182222381,0.04519054613960079,0.044895493587356235,0.07127202500229843,0002007770,Water for Elephants
1,0.039468007730866686,0.07506440204808335,0.06131872777664782,0.05594344367968711,0.09288586376922449,0.09340110903073771,0.09065029416536435,0.06354531531373675,0.05552345702600877,0.06405563174835728,0.09425679516869861,0.07356576753839948,0.06892201996932666,0.07111963638756635,0002051850,For Whom the Bell Tolls
2,0.03734509451935807,0.06122356385153962,0.05237042515251938,0.0349738668487358,0.0646696339349475,0.07690924546676232,0.07694807469569433,0.04016147758941791,0.04941922908731746,0.05750464749187007,0.07669551441900221,0.03150432317153274,0.03083117886834009,0.06047129919122606,0002247399,"A Dance with Dragons (A Song of Ice and Fire, #5)"
3,0.04027733127696354,0.05996525196694127,0.056400651002773666,0.04037552384791081,0.06864430996832317,0.0901549024838128,0.08981856829163921,0.04680758218500698,0.054901955054037235,0.057386632712077,0.06805135815066989,0.05392160099626956,0.04672019089260388,0.06739060156338046,0006476155,"Along Came a Spider (Alex Cross, #1)"
4,0.02484347548680162,0.05027339294485492,0.06721907851098166,0.02341833438044085,0.08878478713714866,0.08114542995809979,0.07658054245636929,0.04112008171186785,0.08769780108015211,0.0461536033101388,0.06740606958751032,0.054567060316174164,0.06116510287537993,0.0644398191474393,0006514006,The Other Boleyn Girl
5,0.024468450265041176,0.07135032763423863,0.0637219871524903,0.02620625151819914,0.08750554528988709,0.09051544006180957,0.08910258272632511,0.04902515049711111,0.0739411538603618,0.07179492861061214,0.08541406634194114,0.07057351259366505,0.0612909380650222,0.06127013648018139,0006550436,The Bonesetter's Daughter
6,0.03963809294111089,0.07038322065227229,0.07019297721343512,0.02310671244796541,0.09541118649689125,0.07357512037410102,0.07344373493138377,0.04583393186289535,0.05911726644403533,0.06859007816523045,0.07803972426178997,0.07225960186377652,0.07215690301487793,0.0562218207725778,0006551807,The Namesake
7,0.04795527815149682,0.07891109345436871,0.0686790520359476,0.040803075524253656,0.09785076234263938,0.12735741416132787,0.11397946559896881,0.050783956439322354,0.072923336244325,0.07164622022879315,0.09387173532342581,0.05657843739437904,0.06526742462667588,0.10074951921855561,0007124015,"The Lord of the Rings (The Lord of the Rings, #1-3)"
8,0.02988105239360561,0.051950016132693566,0.03866655479363654,0.027952821404598576,0.07054669257320728,0.10260817010624951,0.08299511111950647,0.058038008331956985,0.049208587917924575,0.03731063072998668,0.05877240040130519,0.02769707149635532,0.022606482672762104,0.07400895324758043,0007136838,And Then There Were None
9,0.04342085139067102,0.055444801592382215,0.057884610793559235,0.036201090325613826,0.06636932817205048,0.07895596254885993,0.07808040612496382,0.043896049850573875,0.05869179280982833,0.06689687253369427,0.07538547586875492,0.04279469672392349,0.036234248864431995,0.05287169632477478,0007149824,The Yiddish Policemen's Union
10,0.08458996484743561,0.07557644840559155,0.06497704968823663,0.045411476668587816,0.10115186614993571,0.12236691047809468,0.10627318798484317,0.044583728182406496,0.06855231756503477,0.08497260403762462,0.10189202188378499,0.0759670262099807,0.07929642429277053,0.07303829263851067,0007157150,"Out of the Silent Planet (Space Trilogy, #1)"
11,0.031314120112794545,0.05441907436876347,0.05335109448274486,0.03572321118943255,0.07151132188250597,0.0694914166159516,0.0754525367513415,0.04796809839394021,0.044110295891579214,0.05271971436958041,0.06792227927571956,0.06433394024354411,0.05687953015912873,0.07422916424219998,0007167040,Seabiscuit: Three Men and a Racehorse
12,0.030657574653768362,0.060830343586069424,0.062136732652027876,0.025097901906452995,0.07988001915618094,0.07916942024800377,0.066688401843385,0.046881430217080126,0.0731698743149301,0.059647612193222135,0.05412312894585787,0.05462549174719436,0.05098970182737695,0.052894908147814744,0007172826,Girl With A Pearl Earring
13,0.0398166462091131,0.0746374980062065,0.061978414402510416,0.034952824381192495,0.07701221779274493,0.07582101568078224,0.08337197709048137,0.046236180969739644,0.08265361831032073,0.06852057292532295,0.0865619256525612,0.06131702481884825,0.07111713543107698,0.0690460966001045,0007205236,"Angela's Ashes (Frank McCourt, #1)"
14,0.03544403657776061,0.059644330772388926,0.05277845587929258,0.02585316375557558,0.08321979645430698,0.06865758523652278,0.0766525865864459,0.04791430609802793,0.0725382737596188,0.067837326053345,0.07145373128515742,0.050380727009698104,0.05538314891468728,0.0559405634417702,000721278X,The Constant Princess
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0007228023,Teacher Man
